cityName,airportCode,countryCode,longitude,NoTraffic,airportName,countryName,Closed,latitude,departures,previous_week_dep_percent_change,reference_week_dep_percent_change,date
Fujairah,OMFJ,ARE,56.32416667,FALSE,Fujairah Intl,UAE,FALSE,25.11222222,1,,0,12/04/2020
Maputo,FQMA,MOZ,32.57263889,FALSE,Maputo,Mozambique,FALSE,-25.92083333,1,-66.66666667,-97.6744186,12/04/2020
Lucknow,VILK,IND,80.88333333,FALSE,Chaudhary Charan Singh,India,FALSE,26.76194444,1,0,-97.82608696,12/04/2020
Perth,YPPH,AUS,115.9669444,TRUE,Perth Intl,Australia,FALSE,-31.94027778,18,-33.33333333,-91.13300493,12/04/2020
Maldonado,SULS,URY,-55.09805556,FALSE,Capitan Curbelo Intl,Uruguay,FALSE,-34.85722222,2,,0,12/04/2020
Canouan,TVSC,VCT,-61.34506667,FALSE,Canouan,St Vincent,FALSE,12.70079722,2,,0,12/04/2020
Araxos,LGRX,GRC,21.42555556,FALSE,Araxos,Greece,FALSE,38.15111111,3,,0,12/04/2020
Nanning,ZGNN,CHN,108.1733333,FALSE,Wuxu,China,FALSE,22.61,1,0,-98.94736842,12/04/2020
Kavala,LGKV,GRC,24.61972222,TRUE,Megas Alexandros,Greece,FALSE,40.91388889,10,,0,12/04/2020
Lagos,DNMM,NGA,3.322527778,FALSE,Murtala Muhammed,Nigeria,FALSE,6.578644444,6,-25,-95.91836735,12/04/2020
Freeport,MYGF,BHS,-78.69555278,FALSE,Grand Bahama Intl,Bahamas,FALSE,26.55868611,7,75,-80,12/04/2020
Valencia,LEVC,ESP,-0.481666667,FALSE,Manises,Spain,FALSE,39.48944444,2,-71.42857143,-99.51807229,12/04/2020
Manchester,KMHT,USA,-71.43575,FALSE,Manchester,USA,FALSE,42.93280556,2,,0,12/04/2020
Harlingen,KHRL,USA,-97.65513889,FALSE,Valley Intl,USA,FALSE,26.22711111,5,0,-44.44444444,12/04/2020
Salvador,SBSV,BRA,-38.3225,TRUE,Dep. L. E. Magalhaes Intl,Brazil,FALSE,-12.90861111,25,,0,12/04/2020
Trondheim,ENVA,NOR,10.92416667,FALSE,Vaernes,Norway,FALSE,63.4575,1,0,-98.8372093,12/04/2020
Bucharest,LRBS,ROU,26.10361111,FALSE,Baneasa-Aurel Vlaicu,Romania,FALSE,44.50361111,1,,0,12/04/2020
Rijeka,LDRI,HRV,14.57026667,TRUE,Krk Island,Croatia,FALSE,45.21688889,13,,0,12/04/2020
Rennes,LFRN,FRA,-1.732222222,TRUE,St Jacques,France,FALSE,48.07194444,15,,0,12/04/2020
Philadelphia,KPHL,USA,-75.24086389,TRUE,Philadelphia Intl,USA,FALSE,39.87224722,32,-45.76271186,-91.46666667,12/04/2020
Lanzhou,ZLLL,CHN,103.6216667,FALSE,Zhongchuan,China,FALSE,36.51666667,6,,0,12/04/2020
Kuala Lumpur,WMKK,MYS,101.6980556,TRUE,Kuala Lumpur Intl - Sepang,Malaysia,FALSE,2.743333333,91,-27.2,-96.47832817,12/04/2020
Turku,EFTU,FIN,22.26166667,FALSE,Turku,Finland,FALSE,60.51472222,1,0,-97.5,12/04/2020
Iasi,LRIA,ROU,27.62083333,FALSE,Iasi,Romania,FALSE,47.18027778,2,-81.81818182,-94.73684211,12/04/2020
Chania,LGSA,GRC,24.15111111,TRUE,Ioannis Daskalogiannis,Greece,FALSE,35.53138889,107,,0,12/04/2020
Monterey,KMRY,USA,-121.8427806,FALSE,Monterey Regional,USA,FALSE,36.58695,1,,0,12/04/2020
London,EGSS,GBR,0.235,TRUE,Stansted,UK,FALSE,51.885,19,-53.65853659,-98.83435583,12/04/2020
Edmonton,CYEG,CAN,-113.5794944,TRUE,Edmonton Intl,Canada,FALSE,53.30988333,15,-31.81818182,-87.39495798,12/04/2020
Ostrava,LKMT,CZE,18.11083333,FALSE,Mosnov,Czech,FALSE,49.69611111,5,,0,12/04/2020
Norwich,EGSH,GBR,1.282777778,TRUE,Norwich,UK,FALSE,52.67583333,52,,0,12/04/2020
Jeju,RKPC,KOR,126.4927778,FALSE,Jeju Intl,Korea,FALSE,33.51222222,1,0,-99.45652174,12/04/2020
Madison,KMSN,USA,-89.33750278,FALSE,Dane Co Regl-Truax,USA,FALSE,43.13987778,2,,0,12/04/2020
Leon,MMLO,MEX,-101.4809639,TRUE,De Guanajuato Intl,Mexico,FALSE,20.99330556,13,-43.47826087,-83.95061728,12/04/2020
Gaya,VEGY,IND,84.9425,FALSE,Gaya,India,TRUE,24.74805556,7,,0,12/04/2020
Prestwick,EGPK,GBR,-4.594444444,FALSE,Prestwick,UK,FALSE,55.50944444,2,-33.33333333,-96.36363636,12/04/2020
Ibiza,LEIB,ESP,1.373055556,FALSE,Ibiza,Spain,FALSE,38.87277778,1,0,-99.70930233,12/04/2020
Kandahar,OAKN,AFG,65.84779722,TRUE,Kandahar,Afghanistan,FALSE,31.50587222,8,,0,12/04/2020
Magdeburg/City,EDBM,DEU,11.62646667,FALSE,Magdeburg/City,Germany,FALSE,52.07365833,1,,0,12/04/2020
Sochi,URSS,RUS,39.94694444,TRUE,Sochi,Russia,FALSE,43.44444444,26,,0,12/04/2020
Beauvais,LFOB,FRA,2.112777778,TRUE,Tille,France,FALSE,49.45444444,189,,0,12/04/2020
Naples,LIRN,ITA,14.29083333,FALSE,Capodichino,Italy,FALSE,40.88444444,1,0,-99.7979798,12/04/2020
Campinas,SBKP,BRA,-47.13444444,TRUE,Viracopos Intl,Brazil,FALSE,-23.00694444,21,-40,-65,12/04/2020
Santa Cruz,SLVR,BOL,-63.13777778,FALSE,Viru Viru Intl,Bolivia,FALSE,-17.64611111,1,0,-98.46153846,12/04/2020
Biggin Hill,EGKB,GBR,0.0325,FALSE,Biggin Hill,UK,FALSE,51.33083333,2,0,-50,12/04/2020
Paris,LFPO,FRA,2.379444444,TRUE,Orly,France,TRUE,48.72333333,11,0,-99.03930131,12/04/2020
Brest,LFRB,FRA,-4.421666667,TRUE,Bretagne,France,FALSE,48.44722222,17,,0,12/04/2020
Shannon,EINN,IRL,-8.924816667,FALSE,Shannon,Ireland,FALSE,52.70197778,4,-78.94736842,-97.18309859,12/04/2020
Conakry,GUCY,GIN,-13.61191667,FALSE,Gbessia,Guinea Rep,FALSE,9.576888889,1,0,-96.66666667,12/04/2020
Kemerovo,UNEE,RUS,86.1075,FALSE,Kemerovo,Russia,FALSE,55.27,5,,0,12/04/2020
Pontianak,WIOO,IDN,109.4041667,TRUE,Supadio,Indonesia,FALSE,-0.148055556,20,,0,12/04/2020
Belize City,MZBZ,BLZ,-88.30833333,FALSE,Philip S W Goldson Intl,Belize,FALSE,17.53916667,1,0,-98.14814815,12/04/2020
Ashgabat,UTAA,TKM,58.36194444,FALSE,Ashgabat,Turkmenistan,FALSE,37.99166667,3,200,-93.61702128,12/04/2020
Penang I,WMKP,MYS,100.2766667,TRUE,Penang Intl,Malaysia,FALSE,5.297222222,11,-21.42857143,-95.97069597,12/04/2020
Adana,LTAF,TUR,35.28027778,TRUE,Adana,Turkey,FALSE,36.98222222,44,,0,12/04/2020
Tel Aviv,LLBG,ISR,34.88555556,TRUE,Ben Gurion,Israel,FALSE,32.00944444,16,-38.46153846,-98.87482419,12/04/2020
Laredo,KLRD,USA,-99.46158333,FALSE,Laredo Intl,USA,FALSE,27.54419444,2,-33.33333333,-90,12/04/2020
Monterrey,MMAN,MEX,-100.2372111,FALSE,Del Norte Intl,Mexico,FALSE,25.86560556,1,-66.66666667,-98.03921569,12/04/2020
Cincinnati,KCVG,USA,-84.66782222,TRUE,Cincinnati/Northern Ky Intl,USA,FALSE,39.04883611,96,-11.9266055,-26.71755725,12/04/2020
Bucharest,LROP,ROU,26.085,TRUE,Henri Coanda,Romania,FALSE,44.57111111,11,-84.28571429,-98.75283447,12/04/2020
Ajaccio,LFKJ,FRA,8.8025,FALSE,Napoleon Bonaparte,France,FALSE,41.92388889,6,,0,12/04/2020
Warsaw,EPWA,POL,20.96722222,FALSE,Chopin,Poland,FALSE,52.16583333,3,-95.23809524,-99.76940815,12/04/2020
Palanga,EYPA,LTU,21.09388889,TRUE,Palanga Intl,Lithuania,TRUE,55.97333333,35,,0,12/04/2020
Scarborough,TTCP,XJT,-60.83222222,FALSE,Robinson Intl,Tobago Is,FALSE,11.14972222,6,-14.28571429,-94.49541284,12/04/2020
Bristol,EGGD,GBR,-2.7191,FALSE,Bristol,UK,FALSE,51.38266944,1,0,-99.79209979,12/04/2020
Mendoza,SAME,ARG,-68.79277778,TRUE,El Plumerillo,Argentina,FALSE,-32.83166667,27,,0,12/04/2020
Sao Paulo,SBGR,BRA,-46.47305556,TRUE,Guarulhos-Gov. Andre Franco Montoro Intl.,Brazil,FALSE,-23.43555556,31,-55.71428571,-94.68267581,12/04/2020
Hermosillo,MMHO,MEX,-111.0478528,FALSE,Gen Ignacio Pesqueira Garcia,Mexico,FALSE,29.09581667,7,-58.82352941,-69.56521739,12/04/2020
Santorini,LGSR,GRC,25.47916667,TRUE,Santorini,Greece,FALSE,36.39916667,51,,0,12/04/2020
Loreto,MMLT,MEX,-111.3469667,FALSE,Loreto Intl,Mexico,FALSE,25.98987778,2,-60,-60,12/04/2020
Tartu,EETU,EST,26.68694444,FALSE,Tartu,Estonia,FALSE,58.3075,3,,0,12/04/2020
Nantes/Atlantique,LFRS,FRA,-1.607777778,FALSE,Nantes/Atlantique,France,FALSE,47.15694444,1,-50,-99.65517241,12/04/2020
Singapore,WSSL,SGP,103.8676444,FALSE,Seletar,Singapore,FALSE,1.416955556,1,0,-97.82608696,12/04/2020
Jakarta,WIHH,IDN,106.8863889,FALSE,Halim Intl,Indonesia,FALSE,-6.2675,1,0,-80,12/04/2020
Mineralnyye Vody,URMM,RUS,43.08302778,TRUE,Mineralnyye Vody,Russia,FALSE,44.22680556,31,,0,12/04/2020
Norfolk I,YSNF,AUS,167.9380556,FALSE,Norfolk Island,Australia,FALSE,-29.0425,1,,0,12/04/2020
Rome,LIRF,ITA,12.23888889,TRUE,Fiumicino,Italy,FALSE,41.80027778,73,-31.13207547,-96.45631068,12/04/2020
Tanger,GMTT,MAR,-5.921111111,TRUE,Ibn Batouta Intl,Morocco,FALSE,35.73166667,87,,0,12/04/2020
Medford,KMFR,USA,-122.8734972,FALSE,Rogue Valley Intl-Medford,USA,FALSE,42.37422778,1,,0,12/04/2020
Larnaca,LCLK,CYP,33.63027778,FALSE,Larnaca Intl,Cyprus,FALSE,34.87888889,2,0,-99.60552268,12/04/2020
Porto Alegre,SBPA,BRA,-51.17111111,TRUE,Salgado Filho Intl,Brazil,FALSE,-29.99388889,34,,0,12/04/2020
Kuwait,OKBK,KWT,47.97995278,FALSE,Kuwait Intl,Kuwait,FALSE,29.22676667,4,-55.55555556,-99.58592133,12/04/2020
Pafos,LCPH,CYP,32.485,TRUE,Pafos Intl,Cyprus,FALSE,34.71833333,187,,0,12/04/2020
Shiraz,OISS,IRN,52.58861111,TRUE,Shahid Dastghaib Intl,Iran,FALSE,29.54027778,26,,0,12/04/2020
Yekaterinburg,USSS,RUS,60.80305556,TRUE,Koltsovo,Russia,FALSE,56.74305556,74,,0,12/04/2020
Cannes,LFMD,FRA,6.954166667,FALSE,Mandelieu,France,FALSE,43.54638889,1,,0,12/04/2020
Vancouver,CYVR,CAN,-123.1839667,TRUE,Vancouver Intl,Canada,FALSE,49.19469444,92,-43.55828221,-90.19189765,12/04/2020
Dakar,GOOY,SEN,-17.47930556,FALSE,Leopold Sedar Senghor,Senegal,FALSE,14.74383333,1,,0,12/04/2020
Ciudad Obregon,MMCN,MEX,-109.8333833,FALSE,Ciudad Obregon Intl,Mexico,FALSE,27.39304444,5,,0,12/04/2020
Ocho Rios,MKBS,JAM,-76.96916667,FALSE,Ian Fleming Intl,Jamaica,FALSE,18.40416667,1,,0,12/04/2020
Dusseldorf,EDDL,DEU,6.757311111,TRUE,Dusseldorf,Germany,FALSE,51.280925,29,-53.96825397,-98.14814815,12/04/2020
Girona,LEGE,ESP,2.760555556,TRUE,Girona,Spain,FALSE,41.90083333,145,,0,12/04/2020
Asheville,KAVL,USA,-82.54272778,FALSE,Asheville Regl,USA,FALSE,35.43444444,1,,0,12/04/2020
Bahrain,OBBI,BHR,50.63361111,FALSE,Bahrain Intl,Bahrain,FALSE,26.27083333,4,-42.85714286,-99.4374121,12/04/2020
Arkhangelsk,ULAA,RUS,40.71666667,FALSE,Talagi,Russia,FALSE,64.60027778,2,,0,12/04/2020
Lome,DXXX,TGO,1.254166667,TRUE,Gnassingbe Eyadema,Togo,FALSE,6.165833333,8,60,-87.87878788,12/04/2020
Ciudad Juarez,MMCS,MEX,-106.4287611,FALSE,Abraham Gonzalez Intl,Mexico,FALSE,31.63635833,1,,0,12/04/2020
Exeter,EGTE,GBR,-3.413811111,TRUE,Exeter,UK,FALSE,50.73429167,23,,0,12/04/2020
Bujumbura,HBBA,BDI,29.31596389,FALSE,Bujumbura Intl,Burundi,FALSE,-3.307752778,5,,0,12/04/2020
Manzanillo,MMZO,MEX,-104.558475,FALSE,Playa De Oro Intl,Mexico,FALSE,19.14476389,1,-87.5,-50,12/04/2020
Providenciales I.,MBPV,XJL,-72.268675,FALSE,Providenciales Intl,Caicos Is,FALSE,21.77376389,6,-25,-95.71428571,12/04/2020
Entebbe,HUEN,UGA,32.44054167,FALSE,Entebbe Intl,Uganda,FALSE,0.040813889,3,50,-97.4137931,12/04/2020
Oakland,KOAK,USA,-122.2211472,FALSE,Metro Oakland Intl,USA,FALSE,37.72125833,7,-50,-87.71929825,12/04/2020
Berlin,EDDT,DEU,13.28771111,TRUE,Tegel,Germany,FALSE,52.55968611,14,-63.15789474,-98.79206212,12/04/2020
Bogota,SKBO,COL,-74.14695556,TRUE,Eldorado Intl,Colombia,FALSE,4.701602778,44,-37.14285714,-94.37340153,12/04/2020
Funafuti,NGFU,TUV,179.1957389,FALSE,Funafuti Intl,Tuvalu,FALSE,-8.525144444,3,,0,12/04/2020
Santiago De Cuba,MUCU,CUB,-75.83555556,TRUE,Antonio Maceo Intl,Cuba,FALSE,19.97,16,,0,12/04/2020
Saipan I,PGSN,XJO,145.7299833,TRUE,Francisco C Ada/Saipan Intl,Northern Mariana Is,FALSE,15.12025278,11,-31.25,-84.72222222,12/04/2020
Pau/Pyrenees,LFBP,FRA,-0.418611111,FALSE,Pau/Pyrenees,France,FALSE,43.38,3,,0,12/04/2020
Riyadh,OERK,SAU,46.70805556,TRUE,King Khaled Intl,Saudi Arabia,FALSE,24.96277778,14,-17.64705882,-97.92284866,12/04/2020
Miami,KMIA,USA,-80.29011111,TRUE,Miami Intl,USA,FALSE,25.79536111,320,-30.43478261,-81.04265403,12/04/2020
Barcelona,LEBL,ESP,2.078333333,TRUE,El Prat,Spain,FALSE,41.29694444,29,-57.97101449,-98.78406709,12/04/2020
Ahmedabad,VAAH,IND,72.62638889,FALSE,Ahmedabad,India,FALSE,23.07111111,3,0,-96.93877551,12/04/2020
Tozeur,DTTZ,TUN,8.110555556,FALSE,Nefta,Tunisia,FALSE,33.93972222,1,,0,12/04/2020
Kaohsiung,RCKH,TWN,120.3502778,FALSE,Kaohsiung Intl,Taiwan,FALSE,22.57694444,2,0,-99.40298507,12/04/2020
Gyumri,UDSG,ARM,43.859325,FALSE,Shirak,Armenia,FALSE,40.750475,7,,0,12/04/2020
Mumbai,VABB,IND,72.86611111,FALSE,Chhatrapati Shivaji Intl,India,FALSE,19.09166667,7,-61.11111111,-98.91808346,12/04/2020
Traverse City,KTVC,USA,-85.58177778,FALSE,Cherry Capital,USA,FALSE,44.74158333,1,,0,12/04/2020
Lilongwe,FWKI,MWI,33.7775,FALSE,Kamuzu Intl,Malawi,FALSE,-13.78333333,1,0,-96,12/04/2020
Kyiv,UKBB,UKR,30.89333333,FALSE,Boryspil',Ukraine,FALSE,50.34472222,3,50,-99.53846154,12/04/2020
Madrid,LEMD,ESP,-3.560833333,TRUE,Adolfo Suarez Madrid-Barajas,Spain,FALSE,40.47222222,48,-48.93617021,-98.33506764,12/04/2020
St Croix I,TISX,VIR,-64.80166667,TRUE,Henry E Rohlsen,Virgin Islands,FALSE,17.7015,44,-32.30769231,-59.63302752,12/04/2020
"Nauru I, Nauru",ANYN,NRU,166.9166667,FALSE,Nauru Intl,Nauru,FALSE,-0.546666667,2,0,-77.77777778,12/04/2020
Samsun,LTFH,TUR,36.54861111,FALSE,Carsamba,Turkey,FALSE,41.26555556,6,,0,12/04/2020
Alexandria,HEBA,EGY,29.69583333,TRUE,Borg El Arab Intl,Egypt,FALSE,30.91805556,100,,0,12/04/2020
Brussels,EBBR,BEL,4.484444444,TRUE,Brussels National,Belgium,FALSE,50.90138889,65,-40.90909091,-96.63735127,12/04/2020
Prague,LKPR,CZE,14.26,FALSE,Ruzyne,Czech,FALSE,50.10083333,7,-41.66666667,-99.41569282,12/04/2020
Dallas,KDAL,USA,-96.85177778,FALSE,Dallas Love,USA,FALSE,32.84711111,5,25,-75,12/04/2020
Salta,SASA,ARG,-65.48694444,FALSE,Gen. Don Martin Miguel de Guemes,Argentina,FALSE,-24.85972222,5,,0,12/04/2020
Asturias,LEAS,ESP,-6.034722222,TRUE,Asturias,Spain,FALSE,43.56361111,9,,0,12/04/2020
Malta,LMML,MLT,14.47743889,TRUE,Luqa,Malta,TRUE,35.85754167,11,-8.333333333,-97.83464567,12/04/2020
Dzaoudzi,FMCZ,MYT,45.28055556,TRUE,Pamandzi,Mayotte,FALSE,-12.80666667,12,,0,12/04/2020
Palermo,LICJ,ITA,13.09944444,TRUE,Punta Raisi,Italy,FALSE,38.18194444,114,,0,12/04/2020
Santo Domingo/El Higuero,MDJB,DOM,-69.98566944,FALSE,El Higuero Intl,Dom Rep,FALSE,18.572275,2,0,-90,12/04/2020
Damascus,OSDI,SYR,36.51333333,TRUE,Damascus Intl,Syria,FALSE,33.41083333,21,,0,12/04/2020
St Johns,TAPA,ATG,-61.79277778,FALSE,V C Bird Intl,Antigua,TRUE,17.13666667,2,-81.81818182,-98.47328244,12/04/2020
Reykjavik,BIRK,ISL,-21.94055556,FALSE,Reykjavik,Iceland,FALSE,64.13,2,0,-71.42857143,12/04/2020
Niamey,DRRN,NER,2.170361111,FALSE,Diori Hamani,Niger,FALSE,13.48166667,2,100,-95.83333333,12/04/2020
Ust-Kamenogorsk,UASK,KAZ,82.49416667,FALSE,Ust-Kamenogorsk,Kazakhstan,FALSE,50.03611111,7,,0,12/04/2020
New Bern,KEWN,USA,-77.04301944,FALSE,Coastal Carolina Regl,USA,FALSE,35.07285,2,,0,12/04/2020
Belgrade,LYBE,SCG,20.30706667,TRUE,Nikola Tesla,Serbia-Mont.,FALSE,44.81938333,443,,0,12/04/2020
La Romana,MDLR,DOM,-68.91138889,FALSE,Casa De Campo Intl,Dom Rep,FALSE,18.4525,2,0,-90,12/04/2020
Freetown,GFLL,SLE,-13.19558333,TRUE,Lungi,Sierra Leone,FALSE,8.616458333,22,,0,12/04/2020
Castries,TLPC,LCA,-60.99305556,FALSE,George F. Charles,St Lucia,FALSE,14.02,1,-75,-98.14814815,12/04/2020
Bequia,TVSB,VCT,-61.26444444,FALSE,J.F. Mitchell,St Vincent,FALSE,12.98694444,1,,0,12/04/2020
Krakow,EPKK,POL,19.78472222,TRUE,Balice,Poland,FALSE,50.07777778,504,,0,12/04/2020
Orlando,KSFB,USA,-81.23491667,FALSE,Orlando Sanford Intl,USA,FALSE,28.77697222,3,200,-81.25,12/04/2020
Katowice,EPKT,POL,19.08,TRUE,Pyrzowice,Poland,FALSE,50.47416667,129,,0,12/04/2020
Marrakech,GMMX,MAR,-8.040833333,FALSE,Menara Intl,Morocco,FALSE,31.60861111,2,0,-99.44289694,12/04/2020
Brasilia,SBBR,BRA,-47.91861111,TRUE,Pres Juscelino Kubitschek Intl,Brazil,FALSE,-15.87111111,40,,0,12/04/2020
Linkoping,ESSL,SWE,15.67972222,TRUE,Saab,Sweden,FALSE,58.40638889,29,,0,12/04/2020
St Petersburg,ULLI,RUS,30.2625,FALSE,Pulkovo,Russia,FALSE,59.80027778,2,0,-99.56709957,12/04/2020
Honiara,AGGH,SLB,160.0516667,FALSE,Honiara Intl /Henderson Field,Solomon Is,FALSE,-9.421666667,5,0,-70.58823529,12/04/2020
Ft Myers,KRSW,USA,-81.75516667,FALSE,Southwest Florida Intl,USA,FALSE,26.53616667,2,0,-83.33333333,12/04/2020
Ouarzazate,GMMZ,MAR,-6.906111111,FALSE,Ouarzazate Intl,Morocco,FALSE,30.93722222,7,,0,12/04/2020
La Paz,MMLP,MEX,-110.3625417,FALSE,Gen Manuel Marquez De Leon,Mexico,FALSE,24.07274444,2,100,-60,12/04/2020
Manaus,SBEG,BRA,-60.04611111,FALSE,Eduardo Gomes Intl,Brazil,FALSE,-3.038888889,5,0,-76.19047619,12/04/2020
Dover,KDOV,USA,-75.46596111,FALSE,Dover AFB,USA,FALSE,39.12953889,1,-66.66666667,-75,12/04/2020
San Pedro Sula,MHLM,HND,-87.92415278,TRUE,Ramon Villeda Morales Intl,Honduras,FALSE,15.45195833,21,-44.73684211,-84.55882353,12/04/2020
Kailua-Kona,PHKO,USA,-156.0456306,TRUE,Kona Intl At Keahole,USA,FALSE,19.73876389,13,,0,12/04/2020
Surgut,USRR,RUS,73.40222222,FALSE,Surgut,Russia,FALSE,61.34388889,7,,0,12/04/2020
Colorado Springs,KCOS,USA,-104.7007778,FALSE,City Of Colorado Springs Mun,USA,FALSE,38.80580556,1,,0,12/04/2020
Guatemala City,MGGT,GTM,-90.5275,TRUE,La Aurora Intl,Guatemala,TRUE,14.58333333,24,-40,-91.69550173,12/04/2020
Shreveport,KSHV,USA,-93.82561111,FALSE,Shreveport Regl,USA,FALSE,32.44661111,3,0,-57.14285714,12/04/2020
Guwahati,VEGT,IND,91.58555556,FALSE,Guwahati,India,FALSE,26.105,6,,0,12/04/2020
Cologne-Bonn,EDDK,DEU,7.142744444,TRUE,Cologne-Bonn,Germany,FALSE,50.86591667,31,-45.61403509,-95.2887538,12/04/2020
Dresden,EDDC,DEU,13.768,TRUE,Dresden,Germany,FALSE,51.13434444,53,,0,12/04/2020
Beira,FQBR,MOZ,34.90472222,FALSE,Beira,Mozambique,FALSE,-19.79583333,3,,0,12/04/2020
Milan,LIMC,ITA,8.723055556,TRUE,Malpensa,Italy,FALSE,45.63,28,-33.33333333,-98.44011142,12/04/2020
Nuku'Alofa,NFTF,TON,-175.1396306,FALSE,Fua'Amotu Intl,Tonga,FALSE,-21.24105,3,0,-78.57142857,12/04/2020
Kigali,HRYR,RWA,30.13838611,FALSE,Kigali Intl,Rwanda,FALSE,-1.968447222,1,0,-98.57142857,12/04/2020
Apia,NSFA,WSM,-171.9971667,FALSE,Faleolo Intl,W Samoa,FALSE,-13.82966667,1,0,-96.15384615,12/04/2020
Panama City,MPTO,PAN,-79.38333333,TRUE,Tocumen Intl,Panama,FALSE,9.071388889,33,-21.42857143,-97.42990654,12/04/2020
Cagliari,LIEE,ITA,9.056111111,TRUE,Elmas,Italy,FALSE,39.24722222,127,,0,12/04/2020
Boston,KBOS,USA,-71.00638889,TRUE,Logan Intl,USA,FALSE,42.36294444,23,-64.0625,-95.49902153,12/04/2020
Karaganda,UAKK,KAZ,73.33527778,TRUE,Karaganda,Kazakhstan,FALSE,49.67166667,11,,0,12/04/2020
Lincoln,KLNK,USA,-96.75911111,FALSE,Lincoln,USA,FALSE,40.85088889,1,,0,12/04/2020
Kasane,FBKE,BWA,25.1626,FALSE,Kasane,Botswana,FALSE,-17.83084722,7,,0,12/04/2020
Shenzhen,ZGSZ,CHN,113.8116667,TRUE,Baoan,China,FALSE,22.63833333,14,-41.66666667,-96.13259669,12/04/2020
Isle Of Man,EGNS,GBR,-4.623333333,TRUE,Isle Of Man,UK,FALSE,54.08333333,18,,0,12/04/2020
Belfast,EGAC,GBR,-5.8725,TRUE,Belfast City,UK,TRUE,54.61805556,11,,0,12/04/2020
Manchester,EGCC,GBR,-2.275,TRUE,Manchester,UK,FALSE,53.35388889,14,-60,-98.99713467,12/04/2020
Las Vegas,KLAS,USA,-115.15225,FALSE,Mc Carran Intl,USA,FALSE,36.08005556,1,0,-99.58506224,12/04/2020
Mc Allen,KMFE,USA,-98.23861111,FALSE,Mc Allen Miller Intl,USA,FALSE,26.17583333,2,-71.42857143,-93.93939394,12/04/2020
Magnitogorsk,USCM,RUS,58.75555556,FALSE,Magnitogorsk,Russia,FALSE,53.39305556,1,,0,12/04/2020
Bandar Seri Begawan,WBSB,BRN,114.9283528,TRUE,Brunei Intl,Brunei,FALSE,4.9442,9,12.5,-94.33962264,12/04/2020
Hefei,ZSOF,CHN,116.975,FALSE,Xinqiao,China,FALSE,31.98666667,4,0,-88.88888889,12/04/2020
Craiova,LRCV,ROU,23.88861111,TRUE,Craiova,Romania,FALSE,44.31805556,20,,0,12/04/2020
Caen,LFRK,FRA,-0.45,FALSE,Carpiquet,France,FALSE,49.17333333,5,,0,12/04/2020
Brno,LKTB,CZE,16.69388889,TRUE,Turany,Czech,FALSE,49.15138889,14,,0,12/04/2020
Milwaukee,KMKE,USA,-87.89705556,FALSE,Gen Mitchell Intl,USA,FALSE,42.94694444,4,0,-78.94736842,12/04/2020
Hamburg,EDHI,DEU,9.832286111,FALSE,Finkenwerder,Germany,FALSE,53.53379722,1,,0,12/04/2020
Maun,FBMN,BWA,23.42805556,TRUE,Maun,Botswana,FALSE,-19.9725,9,,0,12/04/2020
Seoul/Incheon,RKSI,KOR,126.4391667,TRUE,Incheon Intl,Korea,FALSE,37.4625,312,-34.17721519,-91.25805548,12/04/2020
Bali,WADD,IDN,115.1691667,TRUE,I Gusti Ngurah Rai,Indonesia,FALSE,-8.7475,12,-65.71428571,-98.25834543,12/04/2020
Medan,WIMM,IDN,98.88527778,FALSE,Kualanamu International,Indonesia,FALSE,3.642222222,5,400,-96.62162162,12/04/2020
Al Najaf,ORNI,IRQ,44.40416667,TRUE,Al-Ashraf Intl,Iraq,TRUE,31.98972222,115,,0,12/04/2020
Bengaluru,VOBL,IND,77.70555556,FALSE,Kempegowda Intl,India,FALSE,13.19888889,4,-42.85714286,-98.4,12/04/2020
Chihuahua,MMCU,MEX,-105.9629639,TRUE,Gen Div P A Roberto Fierro Villalobos Intl,Mexico,FALSE,28.70232778,10,-47.36842105,-74.35897436,12/04/2020
Noumea,NWWW,NCL,166.2161111,FALSE,Tontouta,New Caledonia,FALSE,-22.01638889,5,-16.66666667,-87.5,12/04/2020
Chennai,VOMM,IND,80.17555556,FALSE,Chennai Intl,India,FALSE,12.995,6,20,-98.1981982,12/04/2020
Mogadishu,HCMM,SOM,45.305,TRUE,Mogadishu,Somalia,FALSE,2.013333333,21,,0,12/04/2020
St Maarten I,TNCM,ANT,-63.10895833,TRUE,Princess Juliana Intl,Neth Antilles,FALSE,18.04092778,11,-38.88888889,-92.56756757,12/04/2020
Lapu-Lapu,RPVM,PHL,123.9794194,FALSE,Lapu Lapu/Mactan-Cebu Intl,Philippines,FALSE,10.30754444,1,-66.66666667,-99.62686567,12/04/2020
Savannah,KSAV,USA,-81.20213889,TRUE,Savannah/Hilton Head Intl,USA,FALSE,32.12758333,11,,0,12/04/2020
Cap Haitien,MTCH,HTI,-72.19472222,FALSE,Cap Haitien Intl,Haiti,FALSE,19.73277778,1,0,-88.88888889,12/04/2020
Syktyvkar,UUYY,RUS,50.84510556,FALSE,Syktyvkar,Russia,FALSE,61.64696667,3,,0,12/04/2020
Montevideo,SUMU,URY,-56.02805556,FALSE,Carrasco Intl/Gen C L Berisso,Uruguay,FALSE,-34.83388889,7,600,-93.06930693,12/04/2020
Wellington,NZWN,NZL,174.8052778,FALSE,Wellington Intl,New Zealand,FALSE,-41.32722222,1,0,-98.55072464,12/04/2020
